Source Airport,Destination Count,Latitude,Longitude
SIN,408,1.35019,103.994003
SWA,35,23.552,116.5033
TPE,264,25.0777,121.233002
ACH,2,47.4850006104,9.560770034789998
DRS,22,51.1328010559082,13.767200469970705
DUS,285,51.289501,6.766780000000001
EBA,5,42.7603,10.2394
FDH,13,47.671298980699994,9.511489868160002
FMM,23,47.9888000488,10.2395000458
GRZ,19,46.9911003112793,15.439599990844727
HAM,161,53.630401611328004,9.988229751586902
MUC,368,48.353802,11.7861
NAP,79,40.886002000000005,14.2908
OLB,52,40.898701,9.51763
SZG,34,47.793300628699996,13.0043001175
TXL,208,52.5597,13.2877
ZAD,26,44.108299,15.3467
ATL,915,33.6367,-84.428101
BIM,2,25.6998996735,-79.2647018433
ELH,8,25.474899291999996,-76.6835021973
EYW,16,24.556100845336914,-81.75959777832031
FLL,186,26.072599,-80.152702
FPO,15,26.5587005615,-78.695602417
GGT,10,23.5625991821,-75.8779983521
GHB,4,25.2847003937,-76.3310012817
GLH,1,33.482898712158196,-90.98560333251952
GNV,12,29.6900997162,-82.27179718020001
JAX,46,30.49410057067871,-81.68789672851562
LWB,2,37.8582992554,-80.3994979858
MCN,2,32.692798614501946,-83.64920043945312
MCO,237,28.429399490356445,-81.30899810791016
MEI,1,32.33259963989258,-88.75189971923828
MHH,14,26.5114,-77.08350300000001
MSL,1,34.74530029,-87.61019897
PBI,44,26.68320083618164,-80.09559631347656
PIB,1,31.467100143432614,-89.33709716796875
PNS,21,30.473400115967003,-87.18659973144501
RSW,63,26.53619956970215,-81.75520324707031
TCB,2,26.745300293000003,-77.3912963867
TLH,15,30.396499633789066,-84.35030364990234
TPA,138,27.975500106811523,-82.533203125
TUP,2,34.26810073852539,-88.7698974609375
AMS,453,52.308601,4.76389
BGY,81,45.673901,9.70417
BLQ,88,44.5354,11.2887
BRU,316,50.9014015198,4.48443984985
CGN,134,50.865898132299996,7.1427397728
CMN,125,33.36750030517578,-7.589970111846924
CUF,5,44.547001,7.62322
FEZ,18,33.927299499499995,-4.977960109709999
LYS,135,45.725556,5.081111
MPL,24,43.57619857788086,3.96301007270813
NDR,18,34.988800048799995,-3.0282099247000005
PMI,271,39.551700591999996,2.73881006241
SAW,145,40.898601532,29.3092002869
TLS,78,43.629101,1.36382
TNG,19,35.726898193400004,-5.916890144349999
TSF,38,45.648399,12.1944
AUA,44,12.5014,-70.015198
BON,10,12.130999565124512,-68.26850128173828
CUR,31,12.1889,-68.959801
LSP,4,11.78077507019043,-70.15149688720703
MAR,14,10.5582084656,-71.7278594971
BHK,6,39.775001525878906,64.48329925537111
FEG,7,40.3587989807,71.7450027466
KSQ,5,38.833599090599996,65.9215011597
NMA,12,40.9846000671,71.5567016602
NVI,6,40.1171989440918,65.17079925537111
SKD,8,39.70050048828125,66.98380279541016
TIV,11,42.404701232910156,18.72330093383789
ANU,35,17.1367,-61.792702
CAY,7,4.819809913639999,-52.360401153599994
DOM,17,15.547,-61.299999
FDF,23,14.590999603271484,-61.00320053100586
PTP,29,16.265301,-61.531799
SBH,11,17.904399871826172,-62.84360122680664
SDQ,45,18.42970085144,-69.668899536133
SFG,4,18.099899291992,-63.047199249268
SLU,11,14.0202,-60.992901
SXM,58,18.0410003662,-63.108898162799996
BHY,20,21.5394,109.293999
CAN,338,23.39240074157715,113.29900360107422
CGO,174,34.519699096699995,113.84100341799999
CGQ,64,43.9962005615,125.684997559
CKG,270,29.719200134277344,106.64199829101562
CSX,189,28.189199447600004,113.220001221
CTU,324,30.578500747680664,103.9469985961914
CZX,37,31.919701,119.778999
DAT,11,40.060299,113.48200200000001
DCY,4,29.323056,100.053333
DLC,142,38.9656982421875,121.53900146484376
DNH,7,40.16109848022461,94.80919647216795
DSN,25,39.49,109.861388889
DYG,21,29.1028,110.443001
FOC,133,25.935100555419922,119.66300201416016
GXH,2,34.8105,102.6447
HDG,6,36.5258333333,114.425555556
HET,87,40.851397999999996,111.82399699999999
HFE,77,31.78000068664551,117.2979965209961
HRB,129,45.6234016418457,126.25
ICN,370,37.46910095214844,126.45099639892578
JGN,7,39.856899,98.3414
JHG,24,21.973899841308594,100.76000213623048
JIQ,7,29.5133333333,108.831111111
JJN,44,24.7964,118.589996
JZH,16,32.8533333333,103.68222222200001
KHG,13,39.5429000854,76.0199966431
KHN,86,28.864999771118164,115.9000015258789
KMG,273,25.101944399999997,102.9291667
KOW,13,25.853333,114.77888899999999
KWE,137,26.53849983215332,106.8010025024414
KWL,107,25.21809959411621,110.03900146484376
LHW,84,36.5152015686,103.620002747
LJG,65,26.6800003052,100.24600219700001
LUM,6,24.4011,98.5317
LXA,30,29.2978000641,90.9119033813
LYI,18,35.04610061645508,118.41200256347656
LZY,5,29.303300857543945,94.33529663085938
MEL,137,-37.673302,144.843002
MIG,22,31.4281005859375,104.74099731445312
NGB,84,29.82670021057129,121.46199798583984
NKG,165,31.742000579833984,118.86199951171876
NNG,114,22.60829925537109,108.1719970703125
NZH,11,49.566666999999995,117.33
PEK,535,40.0801010131836,116.58499908447266
PVG,411,31.143400192260746,121.80500030517578
PZI,4,26.54,101.79852
SHE,136,41.63980102539063,123.48300170898438
SJW,82,38.28070068359375,114.6969985961914
SPN,10,15.119000000000002,145.729004
SYD,208,-33.94609832763672,151.177001953125
SYX,109,18.30290031433105,109.41200256347656
SZX,234,22.639299392700195,113.81099700927734
TAO,188,36.2661018372,120.374000549
TNA,135,36.857200622558594,117.21600341796876
TSA,40,25.06940078735352,121.552001953125
TSN,147,39.1244010925,117.346000671
TYN,110,37.74689865112305,112.62799835205078
URC,153,43.90710067749024,87.47419738769531
UYN,12,38.35971,109.59092700000001
WNZ,81,27.912201,120.851997
WUH,187,30.7838,114.208
WUX,47,31.4944000244,120.429000854
WXN,12,30.8017,108.43299999999999
XIC,5,27.98909950256348,102.18399810791016
XIY,283,34.447102,108.751999
XMN,233,24.54400062561035,118.12799835205078
XNN,49,36.5275,102.042999
XUZ,20,34.059056,117.555278
YBP,10,28.8005555556,104.545
YIH,24,30.55655,111.47998799999999
YTY,18,32.5634,119.7198
YVR,158,49.193901061999995,-123.183998108
ZHA,19,21.214399,110.358002
ZHY,2,37.573125,105.154454
ZUH,60,22.006399,113.375999
LAS,246,36.08010101,-115.15200039999999
LAX,492,33.94250107,-118.40799709999999
CAI,151,30.12190055847168,31.40559959411621
TLV,136,32.011398315429695,34.88669967651367
MCG,6,62.95289993,-155.60600280000003
NIB,1,63.0186,-154.358002
TLJ,1,62.894401550299996,-155.977005005
EYK,4,63.686901,66.698601
NCU,4,42.48839950561523,59.62329864501953
NYM,8,65.48090362548828,72.69889831542969
OVS,5,61.326622009277344,63.60191345214844
TJM,22,57.189601898199996,65.3243026733
UCT,4,63.56689834594727,53.8046989440918
UFA,23,54.55749893188501,55.874401092529
VKO,86,55.591499328599994,37.2615013123
BZL,1,22.80100059509277,90.30120086669922
CCU,97,22.654699325561523,88.44670104980469
CGP,16,22.24959945678711,91.81330108642578
CXB,3,21.452199935913086,91.96389770507812
DAC,74,23.843347,90.39778299999999
DXB,356,25.252799987800003,55.3643989563
JED,194,21.6796,39.156502
JSR,3,23.183799743652344,89.16079711914062
KTM,44,27.6966,85.3591
MCT,104,23.593299865722656,58.284400939941406
RJH,1,24.43720054626465,88.61650085449219
SPD,2,25.75919914245605,88.90889739990234
ZYL,4,24.96319961547852,91.8667984008789
YGZ,1,76.4261016846,-82.90920257570002
YRB,2,74.71690368649999,-94.9693984985
DFW,469,32.896801,-97.038002
EZE,75,-34.8222,-58.5358
JFK,456,40.63980103,-73.77890015
MIA,368,25.79319953918457,-80.29060363769531
PUJ,73,18.567399978599997,-68.36340332030001
YEG,68,53.309700012200004,-113.580001831
YLW,15,49.9561004639,-119.377998352
YOW,45,45.3224983215332,-75.66919708251953
YXY,5,60.709598541300004,-135.067001343
YYC,115,51.113899231000005,-114.019996643
YZF,30,62.46279907226562,-114.44000244140624
ACA,8,16.757099151611328,-99.75399780273438
AGU,9,21.705601,-102.318001
CEN,5,27.39259910583496,-109.83300018310548
CJS,12,31.63610076904297,-106.4290008544922
CME,3,18.65369987487793,-91.79900360107422
CPE,2,19.816799163800003,-90.50029754639999
CTM,1,18.50469970703125,-88.32679748535156
CUL,16,24.764499664299997,-107.474998474
CUN,157,21.036500930800003,-86.8770980835
CUU,16,28.702899932900003,-105.96499633799999
CZM,16,20.52239990234375,-86.92559814453125
GDL,93,20.521799087524414,-103.31099700927734
GUA,37,14.5833,-90.527496
HAV,45,22.989200592041016,-82.40910339355469
HMO,25,29.095899581900007,-111.047996521
HUX,3,15.7753,-96.26260400000001
LAP,10,24.0727005005,-110.36199951200001
MEX,243,19.4363,-99.072098
MID,15,20.9370002747,-89.657699585
MTT,2,18.1033992767,-94.58070373540001
MTY,72,25.7784996033,-100.107002258
MZT,15,23.1613998413,-106.26599884
OAX,6,16.9999008179,-96.72660064700001
PQM,1,17.533153,-92.015484
PVR,47,20.680099487304688,-105.25399780273438
REX,8,26.0089,-98.2285
SAT,68,29.533700942993164,-98.46980285644531
SJD,51,23.15180015563965,-109.72100067138672
SJO,76,9.993860244750977,-84.20880126953125
SNA,42,33.67570114,-117.86799620000001
TAM,7,22.2964000702,-97.86589813229999
TGZ,8,16.5636005402,-93.02249908450001
TIJ,42,32.541099548339844,-116.97000122070312
TLC,13,19.3370990753,-99.5660018921
TRC,10,25.568300247199996,-103.41100311299999
VER,16,19.145900726300003,-96.1873016357
VSA,13,17.996999740600586,-92.81739807128906
ZCL,7,22.8971004486,-102.68699646
ZIH,9,17.601600647,-101.460998535
ZLO,7,19.144800186199998,-104.558998108
DEL,264,28.5665,77.103104
HEA,6,34.209999084472656,62.22829818725586
ISB,58,33.560713,72.851613
KBL,28,34.565899,69.212303
MZR,4,36.70690155029297,67.20970153808594
AYT,127,36.898701,30.800501
BSL,95,47.59,7.5291667
HRG,40,27.178300857543945,33.799400329589844
PRN,21,42.5728,21.035801
SKP,24,41.961601,21.621401000000002
AGP,206,36.67490005493164,-4.499110221862793
ALG,88,36.691001892089844,3.215409994125366
AOI,10,43.616299,13.3623
ATH,197,37.9364013672,23.944499969499997
BEG,86,44.8184013367,20.3090991974
BGO,69,60.29339981,5.218140125
BHX,133,52.4538993835,-1.7480299472799998
BIA,36,42.55270004272461,9.48373031616211
BIO,65,43.30110168457031,-2.9106099605560303
BRE,50,53.0475006104,8.78666973114
BRI,50,41.138901000000004,16.760599
BUD,98,47.429759999999995,19.261093
CAG,43,39.251499,9.05428
CDG,524,49.012798,2.55
CFU,50,39.601898193359375,19.911699295043945
CLY,20,42.52444439999999,8.793055599999999
CTA,115,37.466801000000004,15.0664
CWL,32,51.39670181274414,-3.343329906463623
DBV,60,42.5614013671875,18.268199920654297
DTM,33,51.518299102799986,7.61223983765
DUB,207,53.421299,-6.27007
EDI,119,55.95000076293945,-3.372499942779541
FAO,106,37.014400482199996,-7.965909957889999
FCO,331,41.800277799999996,12.238888900000001
FKB,20,48.7793998718,8.08049964905
FRA,497,50.033333,8.570556
HAJ,76,52.461101532,9.68507957458
HDF,5,53.8787002563,14.152299881
HEL,159,60.317199707031,24.963300704956
HER,110,35.3396987915,25.1802997589
IBZ,99,38.8728981018,1.3731199502899998
JMK,13,37.43510055541992,25.348100662231445
JTR,15,36.39920043945313,25.47929954528809
KGS,43,36.79330062866211,27.09169960021973
KLU,7,46.642502,14.3377
KRK,57,50.077702,19.7848
KTW,28,50.4743,19.08
KVA,6,40.91329956054688,24.619199752807614
LEJ,40,51.423889,12.236388999999999
LHR,527,51.4706,-0.461941
LIN,60,45.445099,9.27674
LIS,214,38.7813,-9.13592
MAD,330,40.471926,-3.56264
MAN,316,53.35369873046875,-2.2749500274658203
MXP,192,45.6306,8.728110000000001
NCE,135,43.658401489300005,7.215869903560001
NQY,6,50.44060134887695,-4.995409965515137
NUE,48,49.498699,11.078056
PMO,63,38.175999,13.091
POZ,21,52.4210014343,16.8262996674
PRG,180,50.1008,14.26
PSA,76,43.683899,10.3927
PUY,15,44.89350128173828,13.922200202941895
RAK,73,31.6068992615,-8.036299705510002
RHO,82,36.40539932250977,28.086200714111328
RJK,7,45.21689987182617,14.570300102233887
RLG,5,53.9182014465,12.2783002853
SJJ,16,43.82460021972656,18.331499099731445
SKG,87,40.51969909667969,22.97089958190918
SPU,49,43.53889846801758,16.29800033569336
STN,173,51.8849983215,0.23499999940400002
STR,137,48.6898994446,9.22196006775
SUF,25,38.905398999999996,16.2423
TRN,44,45.200802,7.64963
TUN,87,36.85100173950195,10.22719955444336
VCE,122,45.505299,12.3519
VIE,308,48.110298156738004,16.569700241089002
VRN,39,45.395699,10.8885
WAW,120,52.1656990051,20.9671001434
WRO,33,51.10269927979999,16.885799408
XRY,22,36.74459838867188,-6.060110092163086
ZAG,42,45.742900848400005,16.0687999725
AKP,3,68.13359833,-151.7429962
BTT,5,66.91390228,-151.529007
CEM,1,65.57379913,-144.78300480000001
CIK,2,66.6449966431,-143.74000549299998
FAI,27,64.81510162,-147.85600280000003
FYU,6,66.57150268554689,-145.25
IRC,1,65.83049799999999,-144.076008
MLY,1,64.99759674069999,-150.643997192
WBQ,2,66.36219787600001,-147.406997681
AKI,3,60.9029006958,-161.231002808
BET,29,60.77980042,-161.8379974
CYF,3,60.1492004395,-164.285995483
EEK,3,60.21367264,-162.0438843
KKH,3,59.9608001709,-162.88099670399998
KPN,3,59.9329986572,-164.031005859
KUK,2,60.87440109,-162.5240021
KWK,4,59.876499,-163.169005
KWN,4,59.7551,-161.845
KWT,3,60.790298461899994,-161.444000244
MLL,2,61.8642997742,-162.026000977
NME,3,60.471000671386996,-164.70100402832
OOK,3,60.54140091,-165.0870056
PKA,1,60.70289993,-161.7779999
PTU,1,59.01139831542969,-161.82000732421875
WNA,1,60.69029998779297,-161.97900390625
BOC,2,9.340849876403807,-82.25080108642578
DRK,3,8.71889019012,-83.6417007446
FON,3,10.478,-84.634499
GLF,3,8.654009819030763,-83.18219757080078
LIR,24,10.5933,-85.544403
MGA,15,12.141500473022461,-86.16819763183594
NOB,1,9.976490020750001,-85.65299987790002
PJM,4,8.533329963684082,-83.30000305175781
PMZ,3,8.951029777526855,-83.46859741210938
SYQ,1,9.957050323486328,-84.13980102539062
TMU,3,9.73852,-85.013802
TTQ,1,10.42,-83.6095
XQP,4,9.443160057067873,-84.12979888916016
KMS,4,6.714560031890869,-1.5908199548721311
EDL,3,0.4044579863548279,35.23889923095703
JUB,12,4.87201023102,31.601100921599997
KIS,3,-0.0861390009522438,34.72890090942383
LAU,4,-2.252419948577881,40.91310119628906
LOK,1,3.1219699382781982,35.608699798583984
MBA,14,-4.034830093383788,39.594200134277344
MYD,5,-3.2293100357055664,40.10169982910156
ZNZ,11,-6.22202,39.224899
BCD,6,10.7764,123.014999
BKI,52,5.9372100830078125,116.0510025024414
BWN,23,4.944200038909912,114.9280014038086
CEB,49,10.307499885559,123.97899627686
CGK,185,-6.1255698204,106.65599823
CGM,1,9.253520011901855,124.70700073242188
CRK,13,15.186,120.559998
CYZ,1,16.9298992157,121.752998352
DPL,4,8.60198349877,123.34187507600001
DPS,100,-8.7481698989868,115.16699981689
DVO,14,7.1255202293396,125.64600372314452
HAN,87,21.221200942993164,105.80699920654295
IAO,1,9.8591,126.014
ILO,10,10.833017,122.493358
LAO,2,18.1781005859375,120.53199768066406
MFM,79,22.149599,113.592003
NGO,84,34.8583984375,136.80499267578122
NRT,286,35.764701843299996,140.386001587
PAG,2,7.830731447869999,123.461179733
PUS,80,35.1795005798,128.93800354
SJI,1,12.361499786399998,121.04699707
TAC,5,11.228035,125.02776100000001
TAG,3,9.665442,123.85353300000001
USU,3,12.1215000153,120.099998474
VRC,1,13.57639980316162,124.20600128173828
WNP,2,13.58489990234375,123.2699966430664
NEV,8,17.205699920654293,-62.58990097045898
ARH,9,64.60030364990234,40.71670150756836
CSH,1,65.0299987793,35.7333335876
MMK,7,68.78170013427734,32.75080108642578
NNM,4,67.63999938964844,53.12189865112305
SCW,9,61.64699935913086,50.84510040283203
SVO,199,55.972599,37.4146
TOS,26,69.68329620361328,18.91889953613281
USK,2,66.00469970703125,57.3671989440918
ANF,11,-23.444501000000002,-70.445099
CCP,6,-36.772701,-73.063103
IQQ,9,-20.535200119018555,-70.18129730224611
SCL,79,-33.393001556396484,-70.78579711914062
AEP,65,-34.5592,-58.4156
ASU,18,-25.239999771118164,-57.52000045776367
CWB,43,-25.5284996033,-49.175800323500006
MVD,23,-34.838402,-56.0308
PDP,3,-34.855098724365234,-55.09429931640625
POA,42,-29.994400024414066,-51.1713981628418
YBK,6,64.29889678960001,-96.077796936
YCB,6,69.1081008911,-105.13800048799999
YCO,5,67.816704,-115.143997
YCS,6,63.346900939899996,-90.7311019897
YCY,4,70.4860992432,-68.5167007446
YEK,7,61.0942001343,-94.0708007812
YEV,8,68.30419921880001,-133.483001709
YFB,18,63.756402,-68.555801
YGT,5,69.3647003174,-81.8161010742
YHK,4,68.635597229,-95.8497009277
YIO,3,72.6832962036,-77.9666976929
YRT,25,62.811401367200006,-92.1157989502
YTE,3,64.2300033569,-76.5267028809
YTH,6,55.80110168457031,-97.86419677734376
YUX,4,68.77610015869999,-81.2425
YVM,2,67.5457992554,-64.03140258789999
YVQ,6,65.28160095214844,-126.7979965209961
YWG,41,49.909999847399995,-97.2398986816
YXN,5,62.24000167849999,-92.5980987549
YXP,4,66.1449966431,-65.71360015869999
YYH,4,69.5466995239,-93.57669830319999
YYQ,8,58.73920059204102,-94.06500244140624
YZS,6,64.1932983398,-83.3593978882
BZE,28,17.539100646972653,-88.30819702148438
FRS,3,16.913799285899998,-89.86640167239997
RTB,15,16.316799,-86.523003
SAP,23,15.4526,-87.923599
TGU,18,14.06089973449707,-87.21720123291016
CPT,44,-33.9648017883,18.6016998291
JNB,159,-26.1392,28.246
MGH,1,-30.8574008942,30.343000412
PBZ,2,-34.0881601675,23.3287234306
AMD,35,23.0771999359,72.63469696039998
BBI,9,20.2444000244,85.8178024292
BDQ,5,22.336201000000003,73.226303
BLR,97,13.1979,77.706299
BOM,227,19.088699340799998,72.8678970337
CJB,17,11.029999733,77.0434036255
COK,59,10.152000000000001,76.401901
DIB,6,27.4839000702,95.01689910889999
GAU,31,26.10610008239746,91.58589935302734
GOI,29,15.3808002472,73.83139801029999
HYD,74,17.2313175201,78.4298553467
IDR,16,22.721799850500002,75.8011016846
IMF,9,24.760000228899997,93.896697998
IXA,8,23.8869991302,91.2404022217
IXB,16,26.68120002746582,88.32859802246094
IXC,9,30.67350006103516,76.78849792480469
IXJ,12,32.6890983582,74.83740234380001
IXR,11,23.314300537100006,85.3217010498
JAI,17,26.8242,75.812202
LKO,18,26.7605991364,80.8892974854
MAA,107,12.990005493164062,80.16929626464844
NAG,15,21.092199325561523,79.04720306396484
PAT,12,25.591299056999997,85.08799743649999
PNQ,33,18.58209991455078,73.9197006225586
RPR,12,21.180401,81.7388
SXR,14,33.987098693847656,74.77420043945312
TRV,42,8.48211956024,76.9200973511
VNS,10,25.4524002075,82.85929870609999
VTZ,18,17.721200943,83.22450256350001
ETH,5,29.56130027770996,34.960098266601555
SDV,3,32.114700317382805,34.78219985961914
SXF,83,52.380001,13.5225
TBS,34,41.6692008972,44.95470047
CPH,229,55.617900848389,12.656000137328999
SGD,1,54.96440124511719,9.791729927062988
YHI,3,70.76280212402344,-117.80599975585938
YPC,1,69.3608381154,-124.075469971
YSY,2,71.9938964844,-125.24299621600001
YUB,1,69.43329620361328,-133.0260009765625
ZFM,1,67.40750122070311,-134.86099243164062
KJA,45,56.172901,92.493301
KRR,46,45.034698486328004,39.170501708984
PYJ,5,66.4003982544,112.029998779
AKY,3,20.132699966430664,92.87259674072266
HEH,7,20.746999740600586,96.79199981689452
KAW,1,10.04930019378662,98.53800201416016
MDL,17,21.702199935913086,95.97789764404295
MGZ,2,12.439800262451172,98.62149810791016
NYU,7,21.178800582885746,94.9301986694336
SNW,2,18.4606990814209,94.30010223388672
THL,5,20.483800888061523,99.9354019165039
TVY,2,14.103899955749512,98.20359802246094
EVN,45,40.1473007202,44.3959007263
RTW,5,51.56499862670898,46.04669952392578
RIX,101,56.92359924316406,23.971099853515625
CJJ,9,36.717008,127.498741
CJU,59,33.51129913330078,126.49299621582031
FUK,85,33.585899353027344,130.45100402832028
GMP,39,37.5583,126.791
GUM,35,13.4834003448,144.796005249
GWT,8,54.9132003784,8.34047031403
YAB,2,73.0058922479,-85.0325489044
YFS,2,61.76020050048828,-121.23699951171876
YHY,3,60.8396987915,-115.782997131
